timestamp,name_drone,distance,angle,radius,type_obstacle,initial_speed_x,initial_roll,initial_pitch,initial_yaw,success,energy,time,computational_time,energy_propeller,energy_joint,traj_name
1706784030.186845,fixed_wing_drone_back,50,50,8,sphere,8,0,-5,0,True,478.4743177107298,12.624995845024264,53.647510290145874,478.463756678631,0.010561032098808414,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m30s
1706784030.235352,fixed_wing_drone_back,50,10,0,sphere,10,0,-5,0,True,374.70590410132536,10.449477552169022,32.622467279434204,374.70101352592184,0.004890575403516946,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m30s
1706784030.86454,fixed_wing_drone_back,50,30,2,sphere,10,0,5,0,True,384.6724213669419,11.001700878074509,61.251412868499756,384.66691888366495,0.00550248327692944,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m30s
1706784030.93329,drone_nsga_46295d0_1,30,40,4,sphere,12,0,0,0,False,,,136.69195985794067,,,
1706784032.801164,drone_nsga_46295d0_1,30,30,0.5,sphere,8,0,5,0,True,82.30109240544033,6.170923027243892,54.32324290275574,81.69383758880497,0.6072548166353595,result/2024-02-01_11h38m14s/drone_nsga_46295d0_1-2024-02-01_11h40m32s
1706784034.23496,fixed_wing_drone_back,30,10,2,sphere,12,0,5,0,False,,,26.001580238342285,,,
1706784034.501845,fixed_wing_drone_back,40,30,4,sphere,12,0,0,0,False,,,140.27339220046997,,,
1706784035.13867,fixed_wing_drone_back,40,30,0.5,sphere,8,0,0,0,True,358.51315986307196,9.437754897611644,43.69763970375061,358.50791779639144,0.005242066680537923,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m35s
1706784035.906611,drone_nsga_46295d0_1,30,0,2,sphere,8,0,-5,0,True,73.34602081920855,5.64890745873091,46.6113920211792,72.91801339298522,0.4280074262233289,result/2024-02-01_11h38m14s/drone_nsga_46295d0_1-2024-02-01_11h40m35s
1706784037.963059,fixed_wing_drone_back,50,40,8,sphere,8,0,0,0,False,,,143.72952842712402,,,
1706784039.354558,fixed_wing_drone_back,30,30,2,sphere,10,0,5,0,True,204.20269870416496,7.410056460623435,37.13678002357483,204.1976083918196,0.005090312345342905,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m39s
1706784041.393848,fixed_wing_drone_back,30,0,0,sphere,12,0,-5,0,True,124.63288710929837,6.607224050284483,19.05430006980896,124.63038152709835,0.0025055822000211985,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m41s
1706784041.702825,fixed_wing_drone_back,30,50,0.5,sphere,12,0,5,0,False,,,107.60056567192078,,,
1706784043.641166,drone_nsga_46295d0_1,30,30,6,sphere,8,0,-5,0,False,,,149.40206480026245,,,
1706784045.985242,fixed_wing_drone_back,50,10,8,sphere,12,0,0,0,False,,,151.75365710258484,,,
1706784046.397387,fixed_wing_drone_back,40,20,6,sphere,8,0,0,0,True,418.5439361295987,10.304505165225386,62.955740451812744,418.53564836369844,0.008287765900235087,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m46s
1706784049.787924,fixed_wing_drone_back,30,10,0,sphere,8,0,-5,0,True,255.12622750415517,7.053656692417513,21.4140522480011,255.12205686763295,0.004170636522225774,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m49s
1706784051.199084,fixed_wing_drone_back,40,10,0.5,sphere,12,0,0,0,True,234.17875342812778,8.94310639444928,29.75330686569214,234.1724845617704,0.006268866357362214,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m51s
1706784051.651445,fixed_wing_drone_back,40,20,0.5,sphere,10,0,0,0,True,285.24273153693696,8.847078433611868,32.450310468673706,285.23834979890245,0.004381738034491493,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m51s
1706784053.35373,fixed_wing_drone_back,50,20,2,sphere,12,0,-5,0,False,,,159.12169456481934,,,
1706784054.247968,fixed_wing_drone_back,50,0,4,sphere,8,0,0,0,False,,,160.01719880104065,,,
1706784055.227272,fixed_wing_drone_back,40,50,4,sphere,10,0,0,0,False,,,95.24728608131409,,,
1706784055.775616,fixed_wing_drone_back,50,30,8,sphere,10,0,-5,0,False,,,161.54263520240784,,,
1706784056.607135,fixed_wing_drone_back,30,0,4,sphere,8,0,0,0,False,,,106.40369462966919,,,
1706784056.862227,fixed_wing_drone_back,50,0,0,sphere,12,0,-5,0,True,303.29736670630876,10.368428763158994,32.31945538520813,303.29399951580996,0.003367190498778429,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h40m56s
1706784062.808594,fixed_wing_drone_back,30,0,0,sphere,12,0,0,0,True,124.40835717572531,6.5774817097744505,20.61658787727356,124.40592550285136,0.002431672873951436,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m02s
1706784064.381552,fixed_wing_drone_back,50,10,0,sphere,10,0,0,0,True,371.87749148892516,10.47886233488833,32.95417761802673,371.87362246863546,0.003869020289690805,result/2024-02-01_11h38m14s/fixed_wing_drone_back-2024-02-01_11h41m04s
1706784064.827428,fixed_wing_drone_back,30,20,2,sphere,12,0,5,0,False,,,35.194233417510986,,,
1706784065.910652,fixed_wing_drone_back,40,30,4,sphere,12,0,5,0,False,,,30.428361654281616,,,
1706784066.480282,drone_nsga_46295d0_1,30,20,6,sphere,8,0,5,0,False,,,172.24324584007263,,,
